,Name,Location,Location_encoded,Year,Kilometers_Driven,Fuel_Type,fuel_encoded,Transmission,Transmission_encoder,Owner_Type,Owner_Type_Encoding,Mileage,Engine,Power,Seats,New_Price,Price
5316,Tata Bolt Quadrajet XE,Hyderabad,5,2016,100303,Diesel,1,Manual,1,First,0,22.95,1248.0,74.0,5.0,7.43,3.7
5321,Maruti Eeco 7 Seater Standard,Mumbai,9,2014,34670,Petrol,2,Manual,1,First,0,15.1,1196.0,73.0,7.0,4.71,2.9
5324,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,4,2015,59261,Diesel,1,Manual,1,First,0,24.0,1186.0,73.97,5.0,8.18,4.25
5328,BMW 3 Series 320d Luxury Line,Hyderabad,5,2015,47000,Diesel,1,Automatic,0,First,0,22.69,1995.0,190.0,5.0,53.68,29.5
5331,Ford Ecosport Signature Edition Diesel,Ahmedabad,0,2018,13000,Diesel,1,Manual,1,First,0,23.0,1498.0,98.96,5.0,12.12,10.9
5332,Maruti Celerio ZXI MT,Bangalore,1,2015,48808,Petrol,2,Manual,1,First,0,23.1,998.0,67.04,5.0,6.05,4.3
5339,Hyundai i20 Active SX Dual Tone Petrol,Pune,10,2019,1000,Petrol,2,Manual,1,First,0,17.19,1197.0,81.86,5.0,10.25,8.6
5350,Volkswagen Ameo 1.5 TDI Highline,Pune,10,2016,20000,Diesel,1,Manual,1,First,0,21.66,1498.0,108.62,5.0,10.04,6.75
5353,Volkswagen Polo GT TSI,Kochi,7,2015,26323,Petrol,2,Automatic,0,First,0,17.21,1197.0,103.5,5.0,10.83,7.4
5357,Mahindra Bolero ZLX,Jaipur,6,2016,65000,Diesel,1,Manual,1,First,0,15.96,2523.0,62.1,7.0,11.15,7.21
5359,Hyundai Xcent 1.2 CRDi S,Kolkata,8,2017,51000,Diesel,1,Manual,1,First,0,25.4,1186.0,73.97,5.0,8.23,4.2
5366,Toyota Innova Crysta 2.4 GX MT,Hyderabad,5,2016,73000,Diesel,1,Manual,1,First,0,13.68,2393.0,147.8,7.0,19.37,16.5
5375,Maruti Swift LDI,Jaipur,6,2015,39437,Diesel,1,Manual,1,First,0,28.4,1248.0,74.0,5.0,7.01,5.15
5384,Tata Zest Revotron 1.2T XM,Mumbai,9,2014,36000,Petrol,2,Manual,1,First,0,17.57,1193.0,88.7,5.0,7.63,3.7
5393,Hyundai Grand i10 1.2 Kappa Magna,Pune,10,2010,45252,Petrol,2,Manual,1,First,0,18.9,1197.0,81.86,5.0,6.8,2.25
5396,Maruti Ertiga VDI,Kochi,7,2018,51236,Diesel,1,Manual,1,First,0,25.47,1248.0,88.5,7.0,10.83,8.49
5415,Maruti Dzire AMT VXI,Chennai,2,2017,42000,Petrol,2,Automatic,0,First,0,22.0,1197.0,81.8,5.0,8.13,5.5
5419,Toyota Corolla Altis 1.8 VL CVT,Coimbatore,3,2016,82725,Petrol,2,Automatic,0,First,0,14.28,1798.0,138.03,5.0,25.27,11.99
5420,BMW 3 Series Sport,Mumbai,9,2016,19000,Diesel,1,Automatic,0,Second,1,21.76,1995.0,190.0,5.0,57.3,29.99
5427,Maruti Wagon R VXI AMT,Delhi,4,2016,30000,Petrol,2,Automatic,0,First,0,22.5,998.0,67.0,5.0,5.68,4.25
5431,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,4,2016,22000,Diesel,1,Manual,1,First,0,24.3,1248.0,88.5,5.0,11.75,8.25
5434,Honda WR-V Edge Edition i-VTEC S,Kochi,7,2019,13913,Petrol,2,Manual,1,First,0,17.5,1199.0,88.7,5.0,9.36,8.2
5447,Mercedes-Benz GLA Class 200 d Style,Kochi,7,2016,26212,Diesel,1,Automatic,0,First,0,17.9,2143.0,136.0,5.0,38.72,24.46
5448,Tata Zest Revotron 1.2T XMS,Pune,10,2014,23500,Petrol,2,Manual,1,Second,1,17.57,1193.0,88.7,5.0,7.7,3.9
5450,Maruti Wagon R VXI AMT1.2,Mumbai,9,2015,26000,Petrol,2,Automatic,0,First,0,21.5,1197.0,81.8,5.0,6.43,3.65
5451,Hyundai Xcent 1.2 CRDi S,Kolkata,8,2016,26000,Diesel,1,Manual,1,First,0,25.4,1186.0,73.97,5.0,8.23,5.0
5465,Maruti Wagon R VXI,Jaipur,6,2017,35362,Petrol,2,Manual,1,First,0,22.5,998.0,67.04,5.0,5.44,3.85
5470,BMW 3 Series 320d,Bangalore,1,2010,58000,Diesel,1,Automatic,0,First,0,22.69,1995.0,190.0,5.0,48.79,11.5
5479,Renault KWID Climber 1.0 AMT,Chennai,2,2018,14000,Petrol,2,Automatic,0,First,0,22.5,999.0,67.0,5.0,5.67,4.5
5484,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,3,2016,47392,Diesel,1,Manual,1,First,0,20.5,1582.0,126.2,5.0,19.18,13.82
5507,Maruti Dzire LDI,Pune,10,2017,48000,Diesel,1,Manual,1,First,0,28.4,1248.0,73.75,5.0,7.91,6.0
5509,Renault KWID RXL,Jaipur,6,2016,26000,Petrol,2,Manual,1,First,0,25.17,799.0,53.3,5.0,3.96,2.55
5513,Maruti Alto K10 VXI,Jaipur,6,2016,35000,Petrol,2,Manual,1,First,0,24.07,998.0,67.1,5.0,4.24,3.0
5516,BMW X3 xDrive 20d Luxury Line,Mumbai,9,2018,1400,Diesel,1,Automatic,0,First,0,18.56,1995.0,190.0,5.0,70.55,61.25
5518,Mini Cooper 3 DOOR S,Kochi,7,2016,21110,Petrol,2,Automatic,0,First,0,17.44,1998.0,189.08,4.0,39.27,28.95
5527,Toyota Etios Liva 1.2 G,Coimbatore,3,2015,64005,Petrol,2,Manual,1,First,0,17.71,1197.0,78.9,5.0,6.41,4.57
5534,Nissan Micra XV CVT,Mumbai,9,2015,34895,Petrol,2,Automatic,0,First,0,19.15,1198.0,75.94,5.0,9.47,4.6
5542,Toyota Innova Crysta 2.8 GX AT,Kochi,7,2017,20789,Diesel,1,Automatic,0,First,0,11.36,2755.0,171.5,7.0,20.74,18.36
5545,Land Rover Range Rover Sport SE,Delhi,4,2014,47000,Diesel,1,Automatic,0,Second,1,12.65,2993.0,255.0,5.0,1.39,64.75
5558,BMW 5 Series 520d Luxury Line,Coimbatore,3,2016,75637,Diesel,1,Automatic,0,First,0,22.48,1995.0,190.0,5.0,71.82,30.37
5560,Renault KWID RXT Optional,Kochi,7,2019,6568,Petrol,2,Manual,1,First,0,25.17,799.0,53.3,5.0,4.78,5.09
5564,BMW 3 Series 320d Luxury Line,Kochi,7,2016,62404,Diesel,1,Automatic,0,First,0,22.69,1995.0,190.0,5.0,54.43,21.33
5568,BMW 3 Series Luxury Line,Coimbatore,3,2017,34232,Diesel,1,Automatic,0,First,0,21.76,1995.0,190.0,5.0,55.07,35.84
5569,Honda CR-V Petrol 2WD,Chennai,2,2004,135000,Petrol,2,Automatic,0,Third,2,14.4,1997.0,152.0,5.0,33.51,3.0
5570,Renault Duster 110PS Diesel RxZ AWD,Chennai,2,2012,80000,Diesel,1,Manual,1,First,0,19.72,1461.0,108.45,5.0,15.94,6.75
5582,Toyota Fortuner 2.8 2WD AT,Coimbatore,3,2019,28069,Diesel,1,Automatic,0,First,0,12.9,2755.0,174.5,7.0,34.45,30.85
5604,Nissan Sunny XV D,Chennai,2,2012,70000,Diesel,1,Manual,1,Second,1,22.71,1461.0,84.8,5.0,11.48,4.0
5606,Maruti Wagon R ZXI AMT 1.2,Mumbai,9,2019,600,Petrol,2,Automatic,0,First,0,21.5,1197.0,81.8,5.0,6.8,6.25
5625,Tata Tigor XE Diesel,Ahmedabad,0,2017,16235,Diesel,1,Manual,1,First,0,24.7,1047.0,69.0,5.0,7.15,5.5
5626,Skoda Superb Style 1.8 TSI AT,Kochi,7,2017,73641,Petrol,2,Automatic,0,First,0,14.67,1798.0,177.46,5.0,33.36,17.08
5631,Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,9,2012,75059,Petrol,2,Automatic,0,First,0,17.0,1591.0,121.3,5.0,13.7,4.25
5632,Toyota Etios 1.4 VXD,Pune,10,2018,3000,Diesel,1,Manual,1,First,0,23.59,1364.0,67.04,5.0,10.63,7.9
5644,Volkswagen Polo 1.5 TDI Highline,Coimbatore,3,2014,52951,Diesel,1,Manual,1,First,0,20.14,1498.0,88.0,5.0,10.32,5.65
5650,Maruti Eeco 7 Seater Standard,Delhi,4,2016,126000,Petrol,2,Manual,1,First,0,15.1,1196.0,73.0,7.0,4.43,2.2
5679,Volkswagen Vento 1.5 TDI Highline,Hyderabad,5,2017,28000,Diesel,1,Manual,1,First,0,20.64,1498.0,108.5,5.0,14.2,10.0
5680,Hyundai Grand i10 1.2 Kappa Magna,Delhi,4,2017,46000,Petrol,2,Manual,1,First,0,18.9,1197.0,81.86,5.0,6.54,4.75
5684,Maruti Baleno Zeta,Coimbatore,3,2018,33150,Petrol,2,Manual,1,First,0,21.4,1197.0,83.1,5.0,8.71,7.39
5695,Honda City i-VTEC VX,Ahmedabad,0,2012,34000,Petrol,2,Manual,1,First,0,17.4,1497.0,117.3,5.0,12.68,5.75
5708,Honda BRV i-VTEC V CVT,Mumbai,9,2017,16503,Petrol,2,Automatic,0,First,0,16.0,1497.0,117.3,7.0,15.02,9.5
5715,Honda City i-VTEC CVT V,Kochi,7,2019,22321,Petrol,2,Automatic,0,First,0,18.0,1497.0,117.3,5.0,13.4,11.66
5736,Mahindra KUV 100 G80 K8 Dual Tone,Delhi,4,2018,42000,Petrol,2,Manual,1,First,0,18.15,1198.0,82.0,6.0,7.96,5.5
5749,Honda City i-VTEC V,Kochi,7,2018,11732,Petrol,2,Manual,1,First,0,17.4,1497.0,117.3,5.0,11.88,10.07
5757,Toyota Innova Crysta 2.4 VX MT,Kolkata,8,2017,31000,Diesel,1,Manual,1,First,0,13.68,2393.0,147.8,7.0,21.36,16.95
5762,Volvo S60 D4 Momentum,Hyderabad,5,2014,51000,Diesel,1,Automatic,0,First,0,27.03,1969.0,190.0,5.0,45.67,21.5
5765,Honda Brio 1.2 S Option MT,Delhi,4,2012,40315,Petrol,2,Manual,1,First,0,18.5,1198.0,86.8,5.0,5.92,2.75
5769,Tata Tiago 1.2 Revotron XZ,Coimbatore,3,2019,20712,Petrol,2,Manual,1,First,0,23.84,1199.0,84.0,5.0,6.59,6.94
5778,Nissan Terrano XL D Option,Kochi,7,2015,58817,Diesel,1,Manual,1,First,0,19.87,1461.0,83.14,5.0,15.06,6.25
5788,Tata Tiago 1.2 Revotron XZ,Hyderabad,5,2017,22000,Petrol,2,Manual,1,First,0,23.84,1199.0,84.0,5.0,6.42,4.8
5789,Renault KWID RXL,Kochi,7,2019,7858,Petrol,2,Manual,1,First,0,25.17,799.0,53.3,5.0,4.04,3.8
5795,Honda Amaze VX Petrol,Mumbai,9,2014,21000,Petrol,2,Manual,1,First,0,19.5,1199.0,86.76,5.0,8.99,4.75
5799,Volkswagen Vento 1.5 TDI Highline AT,Pune,10,2016,19000,Diesel,1,Automatic,0,First,0,21.5,1498.0,108.5,5.0,15.68,10.0
5805,Skoda Rapid 1.6 MPI Ambition,Coimbatore,3,2019,21214,Petrol,2,Manual,1,First,0,15.41,1598.0,103.52,5.0,12.44,9.66
5808,Maruti Celerio VXI AMT,Kolkata,8,2016,30000,Petrol,2,Automatic,0,First,0,23.1,998.0,67.04,5.0,5.77,3.8
5819,Renault KWID RXT Optional,Kochi,7,2017,21954,Petrol,2,Manual,1,First,0,25.17,799.0,53.3,5.0,4.78,3.7
5828,Nissan Micra XV CVT,Coimbatore,3,2017,54387,Petrol,2,Automatic,0,First,0,19.15,1198.0,75.94,5.0,9.51,5.85
5829,Renault KWID RXT Optional,Mumbai,9,2018,1617,Petrol,2,Manual,1,First,0,25.17,799.0,53.3,5.0,4.78,4.29
5830,Honda City i-DTEC SV,Hyderabad,5,2015,82000,Diesel,1,Manual,1,First,0,25.6,1498.0,98.6,5.0,13.33,8.0
5854,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,7,2016,28147,Petrol,2,Manual,1,First,0,18.9,1197.0,81.86,5.0,6.62,5.07
5864,Renault Duster 110PS Diesel RxZ,Bangalore,1,2014,70000,Diesel,1,Manual,1,First,0,19.6,1461.0,108.45,5.0,15.01,8.25
5867,Skoda Superb L&K 2.0 TDI AT,Mumbai,9,2017,35000,Diesel,1,Automatic,0,First,0,18.19,1968.0,174.5,5.0,40.73,25.75
5872,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,7,2017,21248,Diesel,1,Manual,1,First,0,24.3,1248.0,88.5,5.0,11.75,9.44
5875,Mercedes-Benz C-Class Progressive C 220d,Ahmedabad,0,2019,4000,Diesel,1,Automatic,0,First,0,0.0,1950.0,194.0,5.0,49.14,35.0
5879,Mitsubishi Pajero Sport 4X4,Jaipur,6,2014,70000,Diesel,1,Manual,1,Second,1,13.5,2477.0,175.56,7.0,33.21,11.85
5894,Hyundai Creta 1.6 SX,Hyderabad,5,2018,9900,Petrol,2,Manual,1,First,0,15.8,1591.0,121.3,5.0,14.72,13.2
5905,Tata Zest Quadrajet 1.3 75PS XE,Hyderabad,5,2016,125000,Diesel,1,Manual,1,First,0,22.95,1248.0,74.0,5.0,8.09,4.6
5907,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,3,2017,34686,Diesel,1,Automatic,0,First,0,19.6,1461.0,108.45,5.0,15.05,11.86
5923,Skoda Superb Style 2.0 TDI AT,Mumbai,9,2017,42000,Diesel,1,Automatic,0,First,0,18.19,1968.0,174.5,5.0,36.94,22.99
5928,Mahindra NuvoSport N6,Coimbatore,3,2018,37323,Diesel,1,Manual,1,Second,1,17.45,1493.0,100.0,7.0,10.52,7.29
5940,Maruti Dzire LDI,Pune,10,2018,27000,Diesel,1,Manual,1,First,0,28.4,1248.0,73.75,5.0,7.91,5.9
5941,Renault KWID RXL,Pune,10,2018,1000,Petrol,2,Manual,1,First,0,25.17,799.0,53.3,5.0,4.45,3.4
5947,Maruti Ertiga VXI AT Petrol,Mumbai,9,2017,28000,Petrol,2,Automatic,0,First,0,18.69,1462.0,103.0,7.0,10.65,8.0
5959,Toyota Corolla Altis 1.8 G CVT,Delhi,4,2010,109703,Petrol,2,Automatic,0,Second,1,14.28,1798.0,138.03,5.0,20.46,4.0
5964,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,9,2018,8000,Petrol,2,Automatic,0,First,0,17.0,1591.0,121.3,5.0,15.14,12.85
5970,Mercedes-Benz GLA Class 200 Sport,Kochi,7,2018,17773,Petrol,2,Automatic,0,First,0,13.7,1991.0,183.0,5.0,39.22,26.76
5971,Volkswagen Polo 1.5 TDI Highline,Hyderabad,5,2013,65000,Diesel,1,Manual,1,Second,1,20.14,1498.0,88.0,5.0,10.15,3.5
5974,Volkswagen Ameo 1.2 MPI Highline,Ahmedabad,0,2016,34005,Petrol,2,Manual,1,First,0,17.0,1198.0,73.75,5.0,8.09,5.75
5981,Maruti Baleno Alpha,Mumbai,9,2017,6000,Petrol,2,Manual,1,First,0,21.4,1197.0,83.1,5.0,8.78,7.5
5982,Tata Hexa XTA,Jaipur,6,2016,39000,Diesel,1,Automatic,0,First,0,17.6,2179.0,153.86,7.0,21,13.5
5987,Tata Tiago 1.2 Revotron XT,Kochi,7,2017,15386,Petrol,2,Manual,1,First,0,23.84,1199.0,84.0,5.0,5.56,5.11
5989,Audi A4 35 TDI Premium Plus,Coimbatore,3,2013,58629,Diesel,1,Automatic,0,Second,1,18.25,1968.0,187.74,5.0,53.14,16.52
5999,Tata Bolt Revotron XT,Chennai,2,2016,10000,Petrol,2,Manual,1,First,0,17.57,1193.0,88.7,5.0,7.77,4.0
6002,Volkswagen Vento 1.6 Highline,Mumbai,9,2011,38000,Petrol,2,Manual,1,First,0,16.09,1598.0,103.5,5.0,11.91,3.25
6005,Maruti Vitara Brezza VDi,Pune,10,2016,37208,Diesel,1,Manual,1,First,0,24.3,1248.0,88.5,5.0,9.93,7.43
6010,Honda Brio 1.2 VX MT,Delhi,4,2013,33746,Petrol,2,Manual,1,First,0,18.5,1198.0,86.8,5.0,6.63,3.2
6014,Maruti Swift VDI,Delhi,4,2014,27365,Diesel,1,Manual,1,First,0,28.4,1248.0,74.0,5.0,7.88,4.75
